Indicator,Values,State,LGA,Months,Year
Men A given,1220,Oyo,Ibadan South East,Sep,2020
Men A given,306,Imo,Oru West,Dec,2020
Men A given,982,Imo,Mbaitoli,Dec,2020
Men A given,533,Delta,Warri North,Oct,2020
Men A given,2728,Kaduna,Soba,Dec,2020
Men A given,985,Kaduna,Zangon Kataf,Sep,2020
Men A given,1361,Nasarawa,Lafia,Aug,2020
Men A given,239,Nasarawa,Keana,Aug,2020
Men A given,709,Kano,Kano Municipal,Sep,2020
Men A given,1426,Kwara,Ilorin West,Oct,2020
Men A given,784,Kaduna,Kaduna North,Dec,2020
Men A given,99,Imo,Onuimo,Sep,2020
Men A given,1359,Kano,Ungogo,Oct,2020
Men A given,723,Jigawa,Kaugama,Nov,2020
Men A given,644,Yobe,Karasuwa,Dec,2020
Men A given,39,Kwara,Ilorin East,Jul,2020
Men A given,353,Anambra,Dunukofia,Oct,2020
Men A given,1153,Niger,Borgu,Nov,2020
Men A given,179,Nasarawa,Keana,Nov,2020
Men A given,941,Kano,Kano Municipal,Dec,2020
Men A given,769,Katsina,Musawa,Dec,2020
Men A given,379,Kwara,Ilorin East,Oct,2020
